	start	end
1624	155863.750083	155958.399917
1672	160405.850083	160500.349917
1699	162960.100083	163054.799917
1848	177009.150083	177103.299917
1607	154254.450083	154349.149917
1772	169865.400083	169959.999917
1852	177385.950083	177480.549917
1903	182214.950083	182309.649917
1954	187023.350083	187117.849917
1909	182781.700083	182875.999917
1606	154159.750083	154254.449917
1885	180510.350083	180605.049917
1862	178332.850083	178427.549917
1685	161634.800083	161729.449917
1926	184383.300083	184477.399917
1728	165703.300083	165797.749917
1758	168540.450083	168635.149917
1946	186267.450083	186361.899917
1744	167215.500083	167310.199917
1866	178711.650083	178806.299917
1955	187117.850083	187212.299917
1738	166647.800083	166742.349917
1679	161067.350083	161161.849917
1819	174290.700083	174384.849917
1706	163623.000083	163717.699917
1797	172219.350083	172313.499917
1888	180794.450083	180889.149917
1731	165986.750083	166081.199917
1952	186834.400083	186928.849917
1754	168161.700083	168256.349917
1940	185701.500083	185795.699917
1875	179563.350083	179658.049917
1961	187684.600083	187779.199917
1759	168635.150083	168729.849917
1858	177954.050083	178048.749917
1774	170054.600083	170148.749917
1965	188063.150083	188157.799917
1727	165608.700083	165703.299917
1704	163433.600083	163528.299917
1869	178995.500083	179090.099917
1664	159649.900083	159744.399917
1683	161445.500083	161540.149917
1752	167972.500083	168067.099917
1827	175038.200083	175131.349917
1638	157188.850083	157283.499917
1719	164853.550083	164948.199917
1832	175505.100083	175598.849917
1944	186078.650083	186173.049917
1845	176726.350083	176820.599917
1921	183912.700083	184006.749917
1651	158419.600083	158514.299917
1709	163906.950083	164001.599917
1997	191091.950083	191186.599917
1877	179752.750083	179847.449917
1747	167499.500083	167594.099917
1834	175692.250083	175785.999917
1960	187590.100083	187684.599917
1843	176538.050083	176632.199917
1614	154917.250083	155011.899917
1625	155958.400083	156053.049917
1654	158703.600083	158798.249917
1675	160689.350083	160783.849917
1702	163244.200083	163338.899917
1798	172313.500083	172407.699917
1684	161540.150083	161634.799917
1998	191186.600083	191281.249917
1863	178427.550083	178522.249917
1905	182404.350083	182498.849917
1874	179468.650083	179563.349917
1860	178143.450083	178238.149917
1688	161918.750083	162013.399917
1908	182687.400083	182781.699917
1705	163528.300083	163622.999917
1808	173255.100083	173349.199917
1990	190429.400083	190524.049917
1716	164569.750083	164664.349917
1746	167404.900083	167499.499917
1760	168729.850083	168824.499917
1726	165514.400083	165608.699917
1618	155295.850083	155390.499917
1980	189482.700083	189577.349917
1837	175973.650083	176067.549917
1884	180415.650083	180510.349917
1701	163149.500083	163244.199917
1956	187212.300083	187306.749917
1895	181457.350083	181552.049917
1867	178806.300083	178900.899917
1673	160500.350083	160594.849917
1631	156526.300083	156620.949917
1605	154065.100083	154159.749917
1765	169202.900083	169297.549917
1715	164475.100083	164569.749917
1970	188536.400083	188631.049917
1750	167783.300083	167877.899917
1686	161729.450083	161824.099917
1992	190618.700083	190713.349917
1802	172690.100083	172784.299917
1666	159838.900083	159933.399917
1609	154443.850083	154538.499917
1974	188915.000083	189009.649917
1938	185513.100083	185607.249917
1881	180131.550083	180226.249917
1806	173066.700083	173160.899917
1981	189577.350083	189671.999917
1872	179279.300083	179373.949917
1742	167026.100083	167120.799917
1934	185136.450083	185230.699917
1985	189955.950083	190050.649917
1936	185324.900083	185418.999917
1975	189009.650083	189104.299917
1891	181078.550083	181173.249917
1915	183347.500083	183441.849917
1996	190997.300083	191091.949917
1902	182120.250083	182214.949917
1767	169392.250083	169486.899917
1984	189861.300083	189955.949917
1789	171466.350083	171560.399917
1873	179373.950083	179468.649917
1711	164096.300083	164190.999917
1678	160972.850083	161067.349917
1838	176067.550083	176161.449917
1879	179942.150083	180036.849917
1748	167594.100083	167688.699917
1649	158230.200083	158324.899917
1854	177575.250083	177669.949917
1948	186456.400083	186550.899917
1904	182309.650083	182404.349917
1820	174384.850083	174478.349917
1864	178522.250083	178616.949917
1841	176349.450083	176443.699917
1676	160783.850083	160878.349917
1627	156147.700083	156242.349917
1856	177764.650083	177859.349917
1933	185042.250083	185136.449917
1783	170902.000083	170996.049917
1826	174945.050083	175038.199917
1722	165137.400083	165231.799917
1642	157567.450083	157662.099917
1953	186928.850083	187023.349917
1620	155485.150083	155579.799917
1910	182876.000083	182970.299917
1989	190334.700083	190429.399917
1725	165420.200083	165514.399917
1803	172784.300083	172878.499917
1986	190050.650083	190145.299917
1870	179090.100083	179184.699917
1995	190902.650083	190997.299917
1602	153781.150083	153875.799917
1865	178616.950083	178711.649917
1833	175598.850083	175692.249917
1868	178900.900083	178995.499917
1950	186645.400083	186739.899917
1923	184100.850083	184194.999917
1751	167877.900083	167972.499917
1836	175880.150083	175973.649917
1857	177859.350083	177954.049917
1853	177480.550083	177575.249917
1732	166081.200083	166175.549917
1781	170713.850083	170807.749917
1652	158514.300083	158608.949917
1839	176161.450083	176255.349917
1623	155769.100083	155863.749917
1976	189104.300083	189198.899917
1753	168067.100083	168161.699917
1928	184571.500083	184665.699917
1804	172878.500083	172972.599917
1645	157851.400083	157946.099917
1616	155106.550083	155201.199917
1636	156999.550083	157094.199917
1821	174478.350083	174571.749917
1677	160878.350083	160972.849917
1969	188441.750083	188536.399917
1610	154538.500083	154633.149917
1859	178048.750083	178143.449917
1799	172407.700083	172501.899917
1737	166553.450083	166647.799917
1608	154349.150083	154443.849917
1914	183253.200083	183347.499917
1920	183818.650083	183912.699917
1971	188631.050083	188725.699917
1693	162392.000083	162486.699917
1681	161256.350083	161350.899917
1947	186361.900083	186456.399917
1712	164191.000083	164285.699917
1922	184006.750083	184100.849917
1695	162581.350083	162676.049917
1987	190145.300083	190239.999917
1835	175786.000083	175880.149917
1939	185607.250083	185701.499917
1894	181362.650083	181457.349917
1621	155579.800083	155674.449917
1700	163054.800083	163149.499917
1901	182025.550083	182120.249917
1893	181267.950083	181362.649917
1822	174571.750083	174665.399917
1917	183536.200083	183630.399917
1899	181836.150083	181930.849917
1635	156904.900083	156999.549917
1665	159744.400083	159838.899917
1604	153970.450083	154065.099917
1756	168351.050083	168445.749917
1851	177291.800083	177385.949917
1780	170619.550083	170713.849917
1911	182970.300083	183064.599917
1919	183724.550083	183818.649917
1942	185889.850083	185984.249917
1977	189198.900083	189293.499917
1932	184948.150083	185042.249917
1622	155674.450083	155769.099917
1861	178238.150083	178332.849917
1786	171184.100083	171278.249917
1639	157283.500083	157378.149917
1889	180889.150083	180983.849917
1612	154727.850083	154822.549917
1769	169581.550083	169676.199917
1930	184759.900083	184854.049917
1949	186550.900083	186645.399917
1613	154822.550083	154917.249917
1982	189672.000083	189766.649917
1988	190240.000083	190334.699917
1849	177103.300083	177197.549917
1777	170337.050083	170431.199917
1626	156053.050083	156147.699917
1897	181646.750083	181741.449917
1882	180226.250083	180320.949917
1931	184854.050083	184948.149917
1749	167688.700083	167783.299917
1611	154633.150083	154727.849917
1925	184289.200083	184383.299917
1913	183158.900083	183253.199917
1729	165797.750083	165892.149917
1648	158135.500083	158230.199917
1929	184665.700083	184759.899917
1637	157094.200083	157188.849917
1918	183630.400083	183724.549917
1661	159366.150083	159460.799917
1892	181173.250083	181267.949917
1805	172972.600083	173066.699917
1983	189766.650083	189861.299917
1972	188725.700083	188820.349917
1733	166175.550083	166270.149917
1812	173631.750083	173725.849917
1898	181741.450083	181836.149917
1847	176914.950083	177009.149917
1682	161350.900083	161445.499917
1764	169108.250083	169202.899917
1924	184195.000083	184289.199917
1807	173160.900083	173255.099917
1713	164285.700083	164380.399917
1669	160122.350083	160216.849917
1689	162013.400083	162108.049917
1650	158324.900083	158419.599917
1823	174665.400083	174758.749917
1941	185795.700083	185889.849917
1951	186739.900083	186834.399917
1831	175411.450083	175505.099917
1973	188820.350083	188914.999917
1736	166458.900083	166553.449917
1662	159460.800083	159555.399917
1775	170148.750083	170242.899917
1794	171936.850083	172031.049917
1628	156242.350083	156336.999917
1663	159555.400083	159649.899917
1896	181552.050083	181646.749917
1633	156715.600083	156810.249917
1640	157378.150083	157472.799917
1978	189293.500083	189388.099917
1698	162865.400083	162960.099917
1883	180320.950083	180415.649917
1703	163338.900083	163433.599917
1790	171560.400083	171654.499917
1782	170807.750083	170901.999917
1825	174851.900083	174945.049917
1646	157946.100083	158040.799917
1659	159176.850083	159271.499917
1779	170525.350083	170619.549917
1999	191281.250083	191375.899917
1768	169486.900083	169581.549917
1740	166836.800083	166931.399917
1937	185419.000083	185513.099917
1755	168256.350083	168351.049917
1619	155390.500083	155485.149917
1830	175318.000083	175411.449917
1721	165042.800083	165137.399917
1844	176632.200083	176726.349917
1900	181930.850083	182025.549917
1778	170431.200083	170525.349917
1811	173537.500083	173631.749917
1735	166364.500083	166458.899917
1993	190713.350083	190807.999917
1886	180605.050083	180699.749917
1829	175224.600083	175317.999917
1697	162770.750083	162865.399917
1963	187873.850083	187968.499917
1739	166742.350083	166836.799917
1707	163717.700083	163812.349917
1643	157662.100083	157756.749917
1964	187968.500083	188063.149917
1615	155011.900083	155106.549917
1653	158608.950083	158703.599917
1708	163812.350083	163906.949917
1741	166931.400083	167026.099917
1657	158987.550083	159082.199917
1876	179658.050083	179752.749917
1730	165892.150083	165986.749917
1674	160594.850083	160689.349917
1871	179184.700083	179279.299917
1724	165326.000083	165420.199917
1656	158892.900083	158987.549917
1718	164758.950083	164853.549917
1958	187401.200083	187495.649917
1784	170996.050083	171090.049917
1850	177197.550083	177291.799917
1723	165231.800083	165325.999917
1887	180699.750083	180794.449917
1771	169770.800083	169865.399917
1962	187779.200083	187873.849917
1792	171748.700083	171842.749917
1906	182498.850083	182593.149917
1916	183441.850083	183536.199917
1743	167120.800083	167215.499917
1696	162676.050083	162770.749917
1788	171372.400083	171466.349917
1762	168919.050083	169013.599917
1694	162486.700083	162581.349917
1791	171654.500083	171748.699917
1670	160216.850083	160311.349917
1655	158798.250083	158892.899917
1763	169013.600083	169108.249917
1957	187306.750083	187401.199917
1890	180983.850083	181078.549917
1880	180036.850083	180131.549917
1617	155201.200083	155295.849917
1745	167310.200083	167404.899917
1991	190524.050083	190618.699917
1815	173914.150083	174008.249917
1680	161161.850083	161256.349917
1959	187495.650083	187590.099917
1846	176820.600083	176914.949917
1757	168445.750083	168540.449917
1720	164948.200083	165042.799917
1634	156810.250083	156904.899917
1796	172125.250083	172219.349917
1714	164380.400083	164475.099917
1641	157472.800083	157567.449917
1658	159082.200083	159176.849917
1809	173349.200083	173443.299917
1818	174196.550083	174290.699917
1632	156620.950083	156715.599917
1761	168824.500083	168919.049917
1810	173443.300083	173537.499917
1647	158040.800083	158135.499917
1603	153875.800083	153970.449917
1690	162108.050083	162202.699917
1795	172031.050083	172125.249917
1814	173819.950083	173914.149917
1967	188252.450083	188347.099917
1668	160027.900083	160122.349917
1979	189388.100083	189482.699917
1935	185230.700083	185324.899917
1842	176443.700083	176538.049917
1717	164664.350083	164758.949917
1629	156337.000083	156431.649917
1770	169676.200083	169770.799917
1787	171278.250083	171372.399917
1734	166270.150083	166364.499917
1927	184477.400083	184571.499917
2000	191375.900083	191470.549917
1878	179847.450083	179942.149917
1667	159933.400083	160027.899917
1692	162297.350083	162391.999917
1966	188157.800083	188252.449917
1907	182593.150083	182687.399917
1816	174008.250083	174102.349917
1660	159271.500083	159366.149917
1817	174102.350083	174196.549917
1710	164001.600083	164096.299917
1945	186173.050083	186267.449917
1793	171842.750083	171936.849917
1630	156431.650083	156526.299917
1691	162202.700083	162297.349917
1855	177669.950083	177764.649917
2322	221778.300083	221872.949917
2243	214307.900083	214402.349917
2244	214402.350083	214496.799917
2389	228119.450083	228214.099917
2333	222819.550083	222914.199917
2216	211753.400083	211848.049917
2102	201011.600083	201104.999917
2136	204208.650083	204302.849917
2098	200637.400083	200731.299917
2172	207596.200083	207690.449917
2340	223482.100083	223576.749917
2358	225185.800083	225280.449917
2263	216200.650083	216295.299917
2387	227930.150083	228024.799917
2371	226416.100083	226510.649917
2223	212415.950083	212510.599917
2031	194310.300083	194404.949917
2318	221399.650083	221494.349917
2112	201950.350083	202044.399917
2146	205149.350083	205243.399917
2353	224712.550083	224807.199917
2131	203737.900083	203831.899917
2370	226321.500083	226416.099917
2240	214024.550083	214118.999917
2292	218945.600083	219040.249917
2062	197241.600083	197336.249917
2305	220175.100083	220269.199917
2306	220269.200083	220363.299917
2321	221683.650083	221778.299917
2329	222440.950083	222535.599917
2186	208916.050083	209010.349917
2057	196768.350083	196862.999917
2315	221116.100083	221210.399917
2079	198845.950083	198940.149917
2360	225375.100083	225469.749917
2084	199316.800083	199410.999917
2211	211280.150083	211374.799917
2097	200543.350083	200637.399917
2006	191943.800083	192038.449917
2163	206748.950083	206842.949917
2331	222630.250083	222724.899917
2069	197903.800083	197998.049917
2304	220080.950083	220175.099917
2219	212037.350083	212131.999917
2206	210806.900083	210901.549917
2021	193363.650083	193458.349917
2257	215632.500083	215727.199917
2008	192133.100083	192227.749917
2367	226037.650083	226132.299917
2061	197146.950083	197241.599917
2197	209955.050083	210049.699917
2363	225659.050083	225753.699917
2270	216863.200083	216957.849917
2227	212794.550083	212889.199917
2264	216295.300083	216389.949917
2096	200449.250083	200543.349917
2107	201480.400083	201574.399917
2045	195634.050083	195728.549917
2121	202796.400083	202890.499917
2355	224901.850083	224996.499917
2284	218188.350083	218282.999917
2256	215537.850083	215632.499917
2044	195539.550083	195634.049917
2281	217904.400083	217999.049917
2313	220927.900083	221021.999917
2265	216389.950083	216484.599917
2050	196106.550083	196200.849917
2260	215916.600083	216011.299917
2203	210522.950083	210617.599917
2400	229160.850083	229255.549917
2368	226132.300083	226226.949917
2290	218756.250083	218850.899917
2359	225280.450083	225375.099917
2205	210712.250083	210806.899917
2156	206090.650083	206184.699917
2212	211374.800083	211469.449917
2177	208067.350083	208161.649917
2101	200918.300083	201011.599917
2213	211469.450083	211564.099917
2168	207219.200083	207313.449917
2164	206842.950083	206936.949917
2070	197998.050083	198092.299917
2392	228403.400083	228498.049917
2378	227078.300083	227172.949917
2343	223766.050083	223860.699917
2225	212605.250083	212699.899917
2104	201198.900083	201292.549917
2109	201668.400083	201762.399917
2148	205337.450083	205431.499917
2147	205243.400083	205337.449917
2176	207973.050083	208067.349917
2003	191659.850083	191754.499917
2041	195256.050083	195350.549917
2380	227267.600083	227362.249917
2347	224144.650083	224239.299917
2150	205525.550083	205619.649917
2024	193647.750083	193742.399917
2342	223671.400083	223766.049917
2004	191754.500083	191849.149917
2157	206184.700083	206278.749917
2016	192890.300083	192984.949917
2032	194404.950083	194499.549917
2083	199222.650083	199316.799917
2108	201574.400083	201668.399917
2052	196295.350083	196389.799917
2253	215253.900083	215348.549917
2234	213456.750083	213551.449917
2316	221210.400083	221304.999917
2128	203455.400083	203549.549917
2323	221872.950083	221967.599917
2294	219134.950083	219229.649917
2019	193174.250083	193268.949917
2291	218850.900083	218945.599917
2179	208255.950083	208350.249917
2204	210617.600083	210712.249917
2303	219986.550083	220080.949917
2162	206654.950083	206748.949917
2377	226983.650083	227078.299917
2249	214875.300083	214969.949917
2222	212321.300083	212415.949917
2345	223955.350083	224049.999917
2299	219608.300083	219702.949917
2056	196673.750083	196768.349917
2033	194499.550083	194594.099917
2381	227362.250083	227456.899917
2068	197809.500083	197903.799917
2374	226699.750083	226794.349917
2375	226794.350083	226888.999917
2348	224239.300083	224333.949917
2158	206278.750083	206372.799917
2383	227551.550083	227646.199917
2289	218661.600083	218756.249917
2319	221494.350083	221588.999917
2100	200825.000083	200918.299917
2255	215443.200083	215537.849917
2071	198092.300083	198186.549917
2063	197336.250083	197430.899917
2115	202232.400083	202326.449917
2080	198940.150083	199034.349917
2397	228876.750083	228971.449917
2116	202326.450083	202420.449917
2314	221022.000083	221116.099917
2350	224428.600083	224523.249917
2161	206560.900083	206654.949917
2194	209671.100083	209765.749917
2325	222062.300083	222156.949917
2235	213551.450083	213646.099917
2332	222724.900083	222819.549917
2039	195067.050083	195161.549917
2189	209199.150083	209293.549917
2105	201292.550083	201386.399917
2356	224996.500083	225091.149917
2092	200072.150083	200166.599917
2201	210333.650083	210428.299917
2175	207878.800083	207973.049917
2058	196863.000083	196957.649917
2199	210144.350083	210238.999917
2060	197052.300083	197146.949917
2267	216579.250083	216673.899917
2185	208821.750083	208916.049917
2398	228971.450083	229066.149917
2114	202138.450083	202232.399917
2191	209387.900083	209482.249917
2183	208633.150083	208727.449917
2239	213930.100083	214024.549917
2037	194877.850083	194972.449917
2361	225469.750083	225564.399917
2113	202044.400083	202138.449917
2324	221967.600083	222062.299917
2180	208350.250083	208444.549917
2014	192701.000083	192795.649917
2309	220551.500083	220645.599917
2390	228214.100083	228308.749917
2198	210049.700083	210144.349917
2123	202984.650083	203078.799917
2007	192038.450083	192133.099917
2393	228498.050083	228592.699917
2064	197430.900083	197525.549917
2089	199788.800083	199883.249917
2362	225564.400083	225659.049917
2388	228024.800083	228119.449917
2054	196484.450083	196579.149917
2154	205902.500083	205996.649917
2396	228782.050083	228876.749917
2126	203267.100083	203361.249917
2059	196957.650083	197052.299917
2075	198469.300083	198563.449917
2082	199128.500083	199222.649917
2286	218377.650083	218472.299917
2312	220833.800083	220927.899917
2066	197620.200083	197714.849917
2335	223008.850083	223103.499917
2344	223860.700083	223955.349917
2217	211848.050083	211942.699917
2230	213078.250083	213172.699917
2167	207125.050083	207219.199917
2298	219513.650083	219608.299917
2077	198657.600083	198751.749917
2076	198563.450083	198657.599917
2246	214591.300083	214685.949917
2141	204679.100083	204773.149917
2224	212510.600083	212605.249917
2261	216011.300083	216105.999917
2035	194688.650083	194783.249917
2048	195917.550083	196012.049917
2365	225848.350083	225942.999917
2252	215159.250083	215253.899917
2118	202514.450083	202608.399917
2111	201856.400083	201950.349917
2034	194594.100083	194688.649917
2022	193458.350083	193553.049917
2364	225753.700083	225848.349917
2143	204867.200083	204961.249917
2254	215348.550083	215443.199917
2259	215821.900083	215916.599917
2202	210428.300083	210522.949917
2002	191565.200083	191659.849917
2268	216673.900083	216768.549917
2271	216957.850083	217052.549917
2376	226889.000083	226983.649917
2278	217620.450083	217715.099917
2207	210901.550083	210996.199917
2349	224333.950083	224428.599917
2137	204302.850083	204396.949917
2095	200355.100083	200449.249917
2269	216768.550083	216863.199917
2220	212132.000083	212226.649917
2285	218283.000083	218377.649917
2193	209576.600083	209671.099917
2391	228308.750083	228403.399917
2214	211564.100083	211658.749917
2169	207313.450083	207407.699917
2078	198751.750083	198845.949917
2043	195445.050083	195539.549917
2379	227172.950083	227267.599917
2337	223198.150083	223292.799917
2081	199034.350083	199128.499917
2159	206372.800083	206466.849917
2352	224617.900083	224712.549917
2038	194972.450083	195067.049917
2090	199883.250083	199977.699917
2026	193837.050083	193931.699917
2132	203831.900083	203926.049917
2011	192417.050083	192511.699917
2338	223292.800083	223387.449917
2317	221305.000083	221399.649917
2326	222156.950083	222251.649917
2339	223387.450083	223482.099917
2229	212983.800083	213078.249917
2127	203361.250083	203455.399917
2130	203643.700083	203737.899917
2055	196579.150083	196673.749917
2049	196012.050083	196106.549917
2195	209765.750083	209860.399917
2302	219892.150083	219986.549917
2334	222914.200083	223008.849917
2351	224523.250083	224617.899917
2122	202890.500083	202984.649917
2012	192511.700083	192606.349917
2013	192606.350083	192700.999917
2165	206936.950083	207030.999917
2042	195350.550083	195445.049917
2001	191470.550083	191565.199917
2117	202420.450083	202514.449917
2151	205619.650083	205713.899917
2149	205431.500083	205525.549917
2067	197714.850083	197809.499917
2047	195823.050083	195917.549917
2124	203078.800083	203172.949917
2232	213267.350083	213362.049917
2094	200261.000083	200355.099917
2160	206466.850083	206560.899917
2139	204491.000083	204585.049917
2028	194026.350083	194120.999917
2311	220739.700083	220833.799917
2073	198280.850083	198375.099917
2228	212889.200083	212983.799917
2103	201105.000083	201198.899917
2142	204773.150083	204867.199917
2200	210239.000083	210333.649917
2196	209860.400083	209955.049917
2320	221589.000083	221683.649917
2366	225943.000083	226037.649917
2248	214780.600083	214875.299917
2171	207501.950083	207596.199917
2346	224050.000083	224144.649917
2250	214969.950083	215064.599917
2296	219324.350083	219418.999917
2020	193268.950083	193363.649917
2266	216484.600083	216579.249917
2395	228687.350083	228782.049917
2293	219040.250083	219134.949917
2241	214119.000083	214213.449917
2283	218093.700083	218188.349917
2279	217715.100083	217809.749917
2072	198186.550083	198280.849917
2027	193931.700083	194026.349917
2030	194215.650083	194310.299917
2174	207784.700083	207878.799917
2275	217336.500083	217431.149917
2399	229066.150083	229160.849917
2015	192795.650083	192890.299917
2086	199505.450083	199599.899917
2341	223576.750083	223671.399917
2133	203926.050083	204020.249917
2125	203172.950083	203267.099917
2173	207690.450083	207784.699917
2262	216106.000083	216200.649917
2023	193553.050083	193647.749917
2166	207031.000083	207125.049917
2190	209293.550083	209387.899917
2188	209104.750083	209199.149917
2215	211658.750083	211753.399917
2287	218472.300083	218566.949917
2247	214685.950083	214780.599917
2242	214213.450083	214307.899917
2129	203549.550083	203643.699917
2382	227456.900083	227551.549917
2144	204961.250083	205055.299917
2280	217809.750083	217904.399917
2245	214496.800083	214591.299917
2017	192984.950083	193079.599917
2120	202702.400083	202796.399917
2138	204396.950083	204490.999917
2272	217052.550083	217147.199917
2010	192322.400083	192417.049917
2369	226226.950083	226321.499917
2088	199694.350083	199788.799917
2181	208444.550083	208538.849917
2074	198375.100083	198469.299917
2170	207407.700083	207501.949917
2065	197525.550083	197620.199917
2354	224807.200083	224901.849917
2300	219702.950083	219797.649917
2085	199411.000083	199505.449917
2187	209010.350083	209104.749917
2046	195728.550083	195823.049917
2119	202608.400083	202702.399917
2099	200731.300083	200824.999917
2155	205996.650083	206090.649917
2297	219419.000083	219513.649917
2258	215727.200083	215821.899917
2145	205055.300083	205149.349917
2192	209482.250083	209576.599917
2357	225091.150083	225185.799917
2238	213835.450083	213930.099917
2328	222346.300083	222440.949917
2178	208161.650083	208255.949917
2384	227646.200083	227740.849917
2273	217147.200083	217241.849917
2385	227740.850083	227835.499917
2051	196200.850083	196295.349917
2018	193079.600083	193174.249917
2110	201762.400083	201856.399917
2009	192227.750083	192322.399917
2153	205808.200083	205902.499917
2308	220457.400083	220551.499917
2237	213740.750083	213835.449917
2327	222251.650083	222346.299917
2394	228592.700083	228687.349917
2140	204585.050083	204679.099917
2106	201386.400083	201480.399917
2029	194121.000083	194215.649917
2226	212699.900083	212794.549917
2134	204020.250083	204114.449917
2025	193742.400083	193837.049917
2093	200166.600083	200260.999917
2274	217241.850083	217336.499917
2053	196389.800083	196484.449917
2005	191849.150083	191943.799917
2091	199977.700083	200072.149917
2210	211185.500083	211280.149917
2310	220645.600083	220739.699917
2231	213172.700083	213267.349917
2152	205713.900083	205808.199917
2276	217431.150083	217525.799917
2288	218566.950083	218661.599917
2221	212226.650083	212321.299917
2135	204114.450083	204208.649917
2182	208538.850083	208633.149917
2330	222535.600083	222630.249917
2373	226605.200083	226699.749917
2233	213362.050083	213456.749917
2301	219797.650083	219892.149917
2236	213646.100083	213740.749917
2218	211942.700083	212037.349917
2307	220363.300083	220457.399917
2184	208727.450083	208821.749917
2277	217525.800083	217620.449917
2372	226510.650083	226605.199917
2282	217999.050083	218093.699917
2295	219229.650083	219324.349917
2251	215064.600083	215159.249917
2087	199599.900083	199694.349917
2336	223103.500083	223198.149917
2209	211090.850083	211185.499917
2208	210996.200083	211090.849917
2386	227835.500083	227930.149917
2040	195161.550083	195256.049917
2036	194783.250083	194877.849917
2688	256381.100083	256475.449917
2448	233704.600083	233799.249917
2733	260628.300083	260722.749917
2495	238153.650083	238248.299917
2563	244590.850083	244685.499917
2436	232568.600083	232663.299917
2445	233420.650083	233515.299917
2755	262708.600083	262803.249917
2518	240331.350083	240425.999917
2748	262046.050083	262140.699917
2507	239289.800083	239384.499917
2634	251289.850083	251384.099917
2788	265831.250083	265925.899917
2638	251666.950083	251761.199917
2797	266683.100083	266777.749917
2619	249875.750083	249969.999917
2798	266777.750083	266872.399917
2743	261572.900083	261667.449917
2728	260156.150083	260250.549917
2730	260344.950083	260439.399917
2417	230770.050083	230864.699917
2513	239858.000083	239952.699917
2430	232000.500083	232095.149917
2680	255626.350083	255720.599917
2612	249216.000083	249310.249917
2752	262424.650083	262519.299917
2699	257419.200083	257513.549917
2470	235786.950083	235881.649917
2742	261478.450083	261572.899917
2512	239763.300083	239857.999917
2527	241183.200083	241277.849917
2758	262992.550083	263087.199917
2496	238248.300083	238342.949917
2407	229823.550083	229918.199917
2781	265168.700083	265263.349917
2774	264506.150083	264600.799917
2493	237964.350083	238058.999917
2429	231905.850083	232000.499917
2719	259306.700083	259401.049917
2514	239952.700083	240047.399917
2760	263181.800083	263276.349917
2540	242413.600083	242508.199917
2415	230580.750083	230675.399917
2647	252515.350083	252609.599917
2535	241940.400083	242035.049917
2568	245064.200083	245158.899917
2705	257985.450083	258079.799917
2761	263276.350083	263370.899917
2516	240142.050083	240236.699917
2550	243360.050083	243454.749917
2473	236071.050083	236165.749917
2487	237396.400083	237491.049917
2548	243170.700083	243265.399917
2796	266588.450083	266683.099917
2456	234461.800083	234556.449917
2534	241845.750083	241940.399917
2784	265452.650083	265547.299917
2556	243928.200083	244022.849917
2766	263749.150083	263843.749917
2544	242792.000083	242886.649917
2460	234840.400083	234935.049917
2592	247331.350083	247425.549917
2446	233515.300083	233609.949917
2709	258362.950083	258457.349917
2433	232284.500083	232379.199917
2529	241372.500083	241467.149917
2578	246010.850083	246105.499917
2492	237869.700083	237964.349917
2509	239479.200083	239573.899917
2453	234177.850083	234272.499917
2652	252986.800083	253081.099917
2641	251949.750083	252044.049917
2717	259118.000083	259212.349917
2722	259589.750083	259684.149917
2545	242886.650083	242981.349917
2515	240047.400083	240142.049917
2517	240236.700083	240331.349917
2463	235124.350083	235218.999917
2541	242508.200083	242602.799917
2505	239100.500083	239195.149917
2671	254778.100083	254872.349917
2566	244874.800083	244969.499917
2452	234083.200083	234177.849917
2586	246766.900083	246861.349917
2599	247990.850083	248085.099917
2711	258551.750083	258646.099917
2482	236923.150083	237017.799917
2401	229255.550083	229350.249917
2740	261289.550083	261383.999917
2654	253175.400083	253269.699917
2697	257230.450083	257324.799917
2783	265358.000083	265452.649917
2502	238816.450083	238911.149917
2682	255815.000083	255909.349917
2732	260533.850083	260628.299917
2598	247896.600083	247990.849917
2408	229918.200083	230012.849917
2707	258174.150083	258268.549917
2648	252609.600083	252703.899917
2651	252892.500083	252986.799917
2642	252044.050083	252138.349917
2698	257324.800083	257419.199917
2644	252232.650083	252326.949917
2409	230012.850083	230107.499917
2701	257607.950083	257702.349917
2542	242602.800083	242697.399917
2418	230864.700083	230959.349917
2567	244969.500083	245064.199917
2601	248179.300083	248273.499917
2736	260911.650083	261006.099917
2559	244212.150083	244306.799917
2443	233231.350083	233325.999917
2554	243738.800083	243833.499917
2595	247613.950083	247708.149917
2666	254306.650083	254400.949917
2708	258268.550083	258362.949917
2713	258740.500083	258834.899917
2609	248933.250083	249027.499917
2490	237680.350083	237775.049917
2767	263843.750083	263938.349917
2524	240899.250083	240993.899917
2792	266209.850083	266304.499917
2468	235597.600083	235692.249917
2538	242224.400083	242318.999917
2560	244306.800083	244401.499917
2694	256947.300083	257041.699917
2753	262519.300083	262613.949917
2435	232473.900083	232568.599917
2416	230675.400083	230770.049917
2574	245632.250083	245726.899917
2623	250252.750083	250346.999917
2403	229444.950083	229539.599917
2552	243549.450083	243644.149917
2745	261762.100083	261856.749917
2572	245442.950083	245537.599917
2692	256758.550083	256852.949917
2420	231054.000083	231148.649917
2747	261951.400083	262046.049917
2653	253081.100083	253175.399917
2712	258646.100083	258740.499917
2531	241561.800083	241656.449917
2561	244401.500083	244496.149917
2720	259401.050083	259495.399917
2635	251384.100083	251478.349917
2631	251007.000083	251101.299917
2402	229350.250083	229444.949917
2637	251572.650083	251666.949917
2665	254212.350083	254306.649917
2772	264316.850083	264411.499917
2506	239195.150083	239289.799917
2546	242981.350083	243075.999917
